Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
2445,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,21.75
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,64.14 Lakh,45.0
2454,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,16.36 Lakh,10.25
2455,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,37.38 Lakh,30.0
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.89 Lakh,8.99
2464,Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Petrol,Manual,Second,17.57 kmpl,1193 CC,88.7 bhp,5.0,6.62 Lakh,4.5
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.75 Lakh,9.38
2488,Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,22.74 Lakh,17.85
2496,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,15.86 Lakh,8.95
2509,Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.1 kmpl,1950 CC,194 bhp,5.0,70.55 Lakh,56.5
2510,BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,54.43 Lakh,21.0
2528,Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,7.0,1.13 Cr,36.75
2533,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,45.36 Lakh,27.87
2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.13 Lakh,8.75
2563,Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,26.95 Lakh,21.69
2569,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,28.05 Lakh,20.14
2604,Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28 Lakh,35.0
2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,6.83 Lakh,4.25
2692,BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,43.81 Lakh,10.3
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5.0,48.64 Lakh,27.5
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.56 Lakh,10.34
2711,Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28 Lakh,35.98
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,19.5
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.12 Lakh,9.13
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,17.92
2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,59.29
2774,Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,8.25
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.68 Lakh,6.07
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,91.23 Lakh,64.95
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.14 Lakh,5.55
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,69.59 Lakh,17.98
2853,Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,7.75
2855,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,37.38 Lakh,33.13
2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,59.38 Lakh,24.0
2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,67.1 Lakh,25.0
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1 Lakh,10.44
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,12.22 Lakh,9.9
2900,Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8 kmpl,2999 CC,174.57 bhp,7.0,33.68 Lakh,20.0
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.96 Lakh,5.85
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,26.95 Lakh,23.91
2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.06 Lakh,17.65
2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,20.8 Lakh,18.25
2959,Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,19.91 Lakh,16.9
2990,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.66 Lakh,9.25
3006,Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,23.89 Lakh,18.5
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,22.37 Lakh,16.95
3087,BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,48.79 Lakh,13.08
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.29 Lakh,9.51
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,147.51 bhp,5.0,47.16 Lakh,21.73
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,41.98 Lakh,31.55
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62 kmpl,2198 CC,158 bhp,7.0,35.29 Lakh,27.36
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,8.1 Lakh,6.08
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.97 Lakh,18.0
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,4.0,34.89 Lakh,24.77
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77 kmpl,2993 CC,261.49 bhp,5.0,1.66 Cr,26.5
3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.29 Lakh,8.95
3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,14.67 Lakh,7.7
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,23.19 Lakh,17.5
3259,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5.0,44.75 Lakh,27.0
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0 kmpl,2996 CC,333 bhp,4.0,87.57 Lakh,48.0
3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,59.65
3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,35 Lakh,23.8
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,43.07 Lakh,25.75
3373,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.76 Lakh,11.15
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,14.11 Lakh,8.9
3417,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,9.25
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.47 Lakh,10.15
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,10.32 Lakh,8.25
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,15.68 Lakh,10.3
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,67.87 Lakh,21.26
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.17 Lakh,12.5
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.05 Lakh,12.46
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,25.54 Lakh,20.0
3550,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5.0,16.84 Lakh,12.0
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.94 Lakh,22.2
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,43.07 Lakh,30.77
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,69.37 Lakh,39.84
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,55.07 Lakh,35.0
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,10.97 Lakh,8.9
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,21.72 Lakh,19.46
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,11.47 Lakh,9.22
3662,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,20.87 Lakh,14.25
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.66 Lakh,8.27
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,16.5
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,64.57 Lakh,50.97
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,60.88 Lakh,29.95
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.06 Lakh,9.25
3735,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.2 Lakh,14.2
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.56 Lakh,11.39
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.14 Lakh,8.0
3752,Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5.0,1.6 Cr,70.66
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5.0,11.11 Lakh,9.18
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.55 Lakh,19.97
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5.0,56.97 Lakh,41.5
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,11.5
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,21.1 Lakh,16.45
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36 Lakh,20.75
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36 kmpl,2755 CC,171.5 bhp,7.0,27.07 Lakh,19.0
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,21.38 Lakh,17.55
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,5.0,41.02 Lakh,24.5
4061,Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,4.0,1.28 Cr,40.5
4069,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,22.45
4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33 kmpl,2993 CC,255 bhp,5.0,2.3 Cr,160.0
4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5.0,10.89 Lakh,8.61
4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16 kmpl,2487 CC,175.67 bhp,5.0,40.62 Lakh,26.11
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,30.19 Lakh,16.81
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.17 Lakh,35.82
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,28.05 Lakh,20.5
4188,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7.0,10.99 Lakh,8.2
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5.0,44.8 Lakh,32.73
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,50.4 Lakh,21.66
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36 Lakh,17.85
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.55 Lakh,19.6
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.96 Lakh,8.85
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,24.63 Lakh,18.0
4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,50.26 Lakh,29.0
4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,21.42
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.14 Lakh,16.5
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.4 Lakh,4.8
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.48 Lakh,5.66
4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4.0,83.92 Lakh,56.8
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,19.4
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,5.99
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,36.94 Lakh,15.5
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,34.6 Lakh,16.42
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,92.79 Lakh,65.0
4541,BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,10.5
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,17.27
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,62.11 Lakh,27.0
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.88 Lakh,11.5
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,9.75
4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,48.18 Lakh,36.64
4649,Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,10.83 Lakh,8.9
4680,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27 Lakh,7.64
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.17 Lakh,28.85
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.95 Lakh,19.5
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,5.0,74.49 Lakh,42.0
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5 kmpl,2925 CC,281.61 bhp,5.0,1.71 Cr,30.0
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,19.18 Lakh,10.8
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8 kmpl,1969 CC,150 bhp,5.0,37.9 Lakh,24.0
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,58.67 Lakh,37.92
4841,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.2 Lakh,13.95
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,55.61 Lakh,43.0
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.58 Lakh,10.19
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68 Lakh,10.0
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,59.77 Lakh,46.95
4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,14.23 Lakh,9.7
4942,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,53.14 Lakh,24.37
4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,19.18 Lakh,16.27
4988,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59 kmpl,2993 CC,265 bhp,5.0,78.31 Lakh,48.0
4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,42.89 Lakh,18.9
5002,BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,64.76 Lakh,32.57
5009,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,99.92 Lakh,68.0
5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81 kmpl,1999 CC,148.31 bhp,7.0,69.22 Lakh,56.14
5049,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,18.45 Lakh,15.0
5059,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.89 Lakh,9.05
5078,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,9.88
5107,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,79.43 Lakh,49.0
5118,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,60.75
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,42.4 Lakh,27.0
5229,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,48.79 Lakh,12.5
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.96 Lakh,8.9
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,15.02 Lakh,9.5
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,15.36 Lakh,11.78
