Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,First,26.1,1498,99.0,5.0,9.79,7.29,1,0,0,1
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,First,20.7,1496,113.98,4.0,35.0,23.5,1,0,1,0
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Second,21.03,1461,65.0,5.0,9.26,3.1,1,0,0,1
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,First,17.0,1198,73.75,5.0,8.68,7.23,0,1,0,1
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,First,12.81,1999,148.31,7.0,66.39,41.5,1,0,1,0
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,First,17.06,1968,141.0,5.0,36.45,24.9,1,0,1,0
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,First,14.75,2967,245.0,7.0,91.38,72.94,1,0,1,0
1589,Mahindra Bolero ZLX,Jaipur,2013,63000,First,15.96,2523,62.1,7.0,11.15,5.5,1,0,0,1
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,First,17.05,1995,190.0,5.0,50.97,30.29,1,0,1,0
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,First,13.6,1999,177.0,5.0,53.41,38.0,1,0,1,0
1663,Maruti Wagon R LXI,Delhi,2012,45631,Second,22.5,998,67.04,5.0,4.59,2.74,0,1,0,1
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,First,18.9,1197,81.86,5.0,6.54,4.9,0,1,0,1
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,First,24.07,998,67.1,5.0,4.7,3.22,0,1,0,1
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,First,22.48,1995,190.0,5.0,67.87,37.3,1,0,1,0
1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,First,11.57,2987,254.79,5.0,95.13,70.8,1,0,1,0
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,First,18.9,1197,81.86,5.0,6.62,6.03,0,1,0,1
1704,Honda Amaze V CVT Petrol,Pune,2018,1700,First,19.0,1199,88.76,5.0,9.44,7.8,0,1,1,0
1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,First,15.17,1968,181.0,5.0,48.64,28.03,1,0,1,0
1717,Mahindra Xylo D4,Hyderabad,2015,169000,First,14.95,2489,93.7,7.0,11.69,5.0,1,0,0,1
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,First,21.56,1462,103.25,5.0,11.11,8.2,0,1,0,1
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,First,22.5,998,67.04,5.0,4.74,2.75,0,1,0,1
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,First,15.1,1196,73.0,7.0,4.98,4.74,0,1,0,1
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,First,21.7,999,67.0,5.0,4.98,4.25,0,1,0,1
1773,Honda WRV i-VTEC VX,Kochi,2018,15135,First,17.5,1199,88.7,5.0,10.57,9.29,0,1,0,1
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,First,22.5,998,67.0,5.0,6.33,5.23,0,1,1,0
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,First,18.9,1197,81.86,5.0,8.1,6.01,0,1,0,1
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,First,18.9,1197,81.86,5.0,6.4,5.0,0,1,0,1
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,First,28.4,1248,73.75,5.0,11.26,9.0,1,0,1,0
1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,First,18.16,1197,78.9,5.0,7.59,7.27,0,1,0,1
1798,Maruti Swift VXI,Mumbai,2016,23555,First,22.0,1197,81.8,5.0,7.0,5.1,0,1,0,1
1803,Volkswagen Polo GT TSI,Mumbai,2016,28000,First,17.21,1197,103.5,5.0,11.26,7.25,0,1,1,0
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,First,22.95,1248,74.0,5.0,7.43,5.25,1,0,0,1
1823,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,First,18.23,1582,126.2,5.0,22.43,8.9,1,0,1,0
1824,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,First,17.1,1956,170.0,5.0,24.02,17.45,1,0,0,1
1826,Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,First,14.28,1798,138.03,5.0,21.69,6.22,0,1,0,1
1830,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,First,11.57,2987,254.79,5.0,95.13,64.87,1,0,1,0
1841,Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,First,15.5,1595,122.0,5.0,34.63,17.25,0,1,1,0
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,First,18.9,1197,81.86,5.0,6.32,5.53,0,1,0,1
1855,BMW 3 Series 320d,Ahmedabad,2011,100000,Second,22.69,1995,190.0,5.0,43.31,10.9,1,0,1,0
1872,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,First,15.1,1196,73.0,7.0,4.71,2.9,0,1,0,1
1877,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,First,11.36,2755,171.5,7.0,20.74,19.65,1,0,1,0
1885,Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,First,11.0,2987,258.0,7.0,1.02,79.0,1,0,1,0
1886,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,First,18.9,1197,81.86,5.0,6.71,5.75,0,1,0,1
1896,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,First,17.0,1198,73.75,5.0,8.68,7.27,0,1,0,1
1902,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,First,12.9,2755,174.5,7.0,34.45,30.0,1,0,1,0
1920,Maruti Dzire VDI,Delhi,2016,45376,First,28.4,1248,73.75,5.0,8.58,5.75,1,0,0,1
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,First,23.0,1498,98.96,5.0,12.67,8.09,1,0,0,1
1926,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Second,20.68,1995,190.0,5.0,48.18,22.24,1,0,1,0
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,First,23.0,1498,98.96,5.0,11.89,8.99,1,0,0,1
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,First,28.4,1248,73.75,5.0,10.48,8.2,1,0,0,1
1955,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Second,17.0,1591,121.3,5.0,13.59,5.25,0,1,0,1
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,First,24.3,1248,88.5,5.0,11.02,9.3,1,0,0,1
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,First,17.9,2143,136.0,5.0,41.94,23.5,1,0,1,0
1990,Maruti Dzire VDI,Mumbai,2012,74000,Second,28.4,1248,73.75,5.0,8.94,4.25,1,0,0,1
1991,Jeep Compass 2.0 Longitude,Kochi,2018,28937,First,17.1,1956,170.0,5.0,21.38,17.02,1,0,0,1
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,First,21.43,1364,86.79,5.0,19.27,7.12,1,0,0,1
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,First,24.3,1248,88.5,5.0,12.88,11.25,1,0,1,0
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,First,20.14,1197,81.86,5.0,8.27,3.67,0,1,0,1
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,First,20.68,1995,190.0,5.0,48.18,28.5,1,0,1,0
2008,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,First,13.68,2393,147.8,7.0,22.87,16.5,1,0,0,1
2013,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,First,18.9,1197,81.86,5.0,7.37,6.76,0,1,1,0
2014,Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Second,18.78,999,75.0,5.0,7.33,5.5,0,1,0,1
2025,Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,First,15.1,1196,73.0,7.0,4.98,3.75,0,1,0,1
2030,Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,First,13.68,2393,147.8,7.0,23.06,17.11,1,0,0,1
2041,Mahindra Bolero SLE,Hyderabad,2012,75000,First,15.96,2523,62.1,7.0,10.32,4.3,1,0,0,1
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,First,20.89,1197,81.8,5.0,7.87,6.36,0,1,0,1
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Second,16.77,2993,261.49,5.0,1.4,43.6,1,0,1,0
2061,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,First,17.1,1956,170.0,5.0,22.46,19.05,1,0,0,1
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,First,20.7,1496,113.98,5.0,42.48,34.0,1,0,1,0
2075,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,First,17.57,1193,88.7,5.0,7.69,4.0,0,1,0,1
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,First,26.1,1498,99.0,5.0,9.4,8.41,1,0,0,1
2086,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,First,18.9,1197,81.86,5.0,8.1,5.89,0,1,0,1
2088,Honda City i-VTEC V,Delhi,2011,67031,First,17.4,1497,117.3,5.0,11.85,4.0,0,1,0,1
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,First,23.1,998,67.04,5.0,6.08,3.94,0,1,1,0
2094,Maruti Dzire VDI,Kolkata,2015,28193,First,28.4,1248,73.75,5.0,8.36,5.25,1,0,0,1
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,First,19.0,2996,362.07,2.0,1.06,83.96,0,1,1,0
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,First,16.1,1950,194.0,5.0,71.15,21.0,1,0,1,0
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,First,18.9,1197,81.86,5.0,6.82,4.3,0,1,0,1
2111,Mercedes-Benz GLE 250d,Kochi,2017,25601,First,17.9,2143,201.15,5.0,78.76,56.73,1,0,1,0
2119,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,First,19.0,1194,94.68,5.0,8.12,6.0,0,1,0,1
2120,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,First,18.6,1197,81.86,5.0,9.78,7.53,0,1,0,1
2127,Maruti Baleno Delta,Mumbai,2016,12573,First,21.4,1197,83.1,5.0,7.36,5.8,0,1,0,1
2134,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,First,12.9,2755,174.5,7.0,38.11,31.0,1,0,1,0
2138,Maruti Ertiga ZDI,Delhi,2013,68000,First,25.47,1248,88.5,7.0,11.75,4.85,1,0,0,1
2151,Maruti Swift VDI,Hyderabad,2013,84000,First,28.4,1248,74.0,5.0,8.44,5.65,1,0,0,1
2157,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,First,15.8,1591,121.3,5.0,16.06,11.0,0,1,0,1
2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,First,18.0,1497,117.3,5.0,15.29,11.6,0,1,1,0
2166,Honda Brio 1.2 VX MT,Kochi,2014,41460,First,18.5,1198,86.8,5.0,6.63,3.95,0,1,0,1
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,First,18.0,2993,255.0,7.0,1.27,41.6,1,0,1,0
2182,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,First,14.24,2755,174.5,7.0,39.6,23.0,1,0,0,1
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,First,24.3,1248,88.5,5.0,10.91,8.0,1,0,0,1
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,First,12.95,1999,152.88,5.0,25.75,17.75,0,1,1,0
2195,Maruti Wagon R VXI,Kolkata,2016,16956,First,22.5,998,67.04,5.0,5.29,3.6,0,1,0,1
2200,Maruti Wagon R VXI,Mumbai,2010,38000,Second,22.5,998,67.04,5.0,5.61,1.75,0,1,0,1
2220,Honda Brio 1.2 VX AT,Mumbai,2017,20000,First,16.5,1198,86.8,5.0,8.05,5.99,0,1,1,0
2224,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,First,23.59,1364,67.06,5.0,8.82,6.71,1,0,0,1
2229,Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,First,18.0,1497,117.3,5.0,17.38,14.21,0,1,1,0
2231,Maruti Celerio ZXI MT,Kochi,2017,21799,First,23.1,998,67.04,5.0,5.69,5.11,0,1,0,1
2233,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,First,11.36,2755,171.5,7.0,26.56,22.99,1,0,1,0
2239,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,First,23.84,1199,84.0,5.0,5.61,3.6,0,1,0,1
2242,Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,First,14.24,2755,174.5,7.0,37.51,13.7,1,0,0,1
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,First,21.5,1197,81.8,5.0,5.88,3.1,0,1,0,1
2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,First,25.6,1498,98.6,5.0,16.95,12.9,1,0,0,1
2260,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Second,22.48,1995,190.0,5.0,63.71,17.5,1,0,1,0
2275,Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,First,23.0,1498,98.96,5.0,11.47,8.45,1,0,0,1
2277,Toyota Fortuner 2.8 4WD MT,Mumbai,2010,140000,First,14.24,2755,174.5,7.0,37.46,10.75,1,0,0,1
2290,Maruti Swift VDI,Kochi,2016,62192,First,28.4,1248,74.0,5.0,7.88,5.22,1,0,0,1
2292,Maruti Ciaz Alpha,Kochi,2018,38394,First,21.56,1462,103.25,5.0,11.37,9.18,0,1,0,1
2309,Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,First,14.62,1999,149.92,5.0,21.77,13.9,0,1,1,0
2313,Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,First,20.64,1498,108.5,5.0,11.3,3.25,1,0,0,1
2319,Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,First,18.0,2987,258.0,5.0,92.5,78.8,1,0,1,0
2326,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,First,14.62,1999,149.92,5.0,23.64,9.69,0,1,1,0
2333,Nissan Terrano XL D Option,Mumbai,2014,51000,First,19.87,1461,83.14,5.0,15.06,5.65,1,0,0,1
2334,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Second,12.9,2755,174.5,7.0,34.45,22.5,1,0,1,0
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,First,17.9,2143,136.0,5.0,41.94,28.9,1,0,1,0
2364,Mini Cooper Convertible S,Chennai,2012,17000,Second,16.82,1998,189.08,4.0,44.28,22.0,0,1,1,0
2370,Mini Cooper 3 DOOR S,Mumbai,2013,21000,First,17.44,1998,189.08,4.0,39.57,21.5,0,1,1,0
2380,Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,First,14.84,1598,103.52,5.0,13.7,8.11,0,1,1,0
2387,Maruti Ertiga VDI,Delhi,2017,65000,First,25.47,1248,88.5,7.0,11.16,7.65,1,0,0,1
2397,Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,First,17.0,1497,121.36,5.0,9.47,6.0,0,1,0,1
2400,Honda Jazz V CVT,Hyderabad,2015,33000,First,19.0,1199,88.7,5.0,10.17,7.25,0,1,1,0
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,First,24.3,1248,88.5,5.0,11.47,9.0,1,0,0,1
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,First,24.0,1186,73.97,5.0,8.17,5.92,1,0,0,1
2414,Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,First,20.14,1498,88.0,5.0,9.58,6.29,1,0,0,1
2423,BMW 3 Series 320d,Mumbai,2013,25000,First,22.69,1995,190.0,5.0,47.87,17.99,1,0,1,0
2428,Mahindra Xylo H4,Chennai,2015,82000,Second,14.02,2179,118.3,7.0,11.67,4.85,1,0,0,1
2438,Maruti Dzire VDI,Hyderabad,2011,110000,First,28.4,1248,73.75,5.0,9.14,4.0,1,0,0,1
2443,Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,First,20.14,1498,88.0,5.0,9.96,3.6,1,0,0,1
2445,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,First,22.48,1995,190.0,5.0,63.71,21.75,1,0,1,0
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,First,17.9,2143,170.0,5.0,64.14,45.0,1,0,1,0
2447,Maruti Alto K10 VXI,Coimbatore,2011,46808,Second,24.07,998,67.1,5.0,4.7,3.19,0,1,0,1
2448,Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,First,20.14,1197,81.86,5.0,7.85,6.2,0,1,0,1
2454,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,First,15.8,1591,121.3,5.0,16.36,10.25,0,1,0,1
2455,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,First,12.9,2755,174.5,7.0,37.38,30.0,1,0,1,0
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,First,23.0,1498,98.96,5.0,11.89,8.99,1,0,0,1
2464,Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Second,17.57,1193,88.7,5.0,6.62,4.5,0,1,0,1
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,First,24.3,1248,88.5,5.0,11.75,9.38,1,0,0,1
2488,Tata Hexa XTA,Coimbatore,2019,14233,First,17.6,2179,153.86,7.0,22.74,17.85,1,0,1,0
2495,Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Second,14.67,1798,177.46,5.0,33.36,3.75,0,1,1,0
2496,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,First,21.5,1498,108.5,5.0,15.86,8.95,1,0,1,0
2509,Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,First,16.1,1950,194.0,5.0,70.55,56.5,1,0,1,0
2510,BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Second,22.69,1995,190.0,5.0,54.43,21.0,1,0,1,0
2528,Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,First,18.0,2993,255.0,7.0,1.13,36.75,1,0,1,0
2533,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,First,17.9,2143,136.0,5.0,45.36,27.87,1,0,1,0
2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,First,24.3,1248,88.5,5.0,10.13,8.75,1,0,0,1
2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,First,21.13,1498,108.4,5.0,14.22,11.92,1,0,0,1
2545,Mahindra NuvoSport N8,Coimbatore,2017,37712,First,17.45,1493,100.0,7.0,11.77,7.57,1,0,0,1
2558,Datsun redi-GO T Option,Kochi,2018,30953,First,22.7,799,53.64,5.0,4.05,3.48,0,1,0,1
2563,Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,First,16.3,1956,170.0,5.0,26.95,21.69,1,0,0,1
2569,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,First,11.36,2755,171.5,7.0,28.05,20.14,1,0,1,0
2589,Maruti Wagon R VXI AMT,Mumbai,2016,8000,First,22.5,998,67.0,5.0,6.14,4.15,0,1,1,0
2592,Maruti Alto K10 VXI,Mumbai,2016,13198,First,24.07,998,67.1,5.0,4.82,3.15,0,1,0,1
2595,Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,First,23.84,1199,83.83,5.0,7.17,6.97,0,1,1,0
2604,Mini Cooper Convertible S,Mumbai,2016,15000,First,16.82,1998,189.08,4.0,44.28,35.0,0,1,1,0
2607,Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,First,22.0,1582,126.2,5.0,15.72,11.5,1,0,0,1
2622,Renault Duster 85PS Diesel RxE,Pune,2016,54000,First,19.87,1461,83.8,5.0,11.27,6.5,1,0,0,1
2648,Honda BRV i-VTEC V MT,Pune,2016,9200,First,15.4,1497,117.3,7.0,13.58,8.0,0,1,0,1
2649,Honda Amaze S Diesel,Hyderabad,2015,29000,First,27.4,1498,98.6,5.0,9.09,5.99,1,0,0,1
2665,Maruti Alto K10 VXI,Kochi,2018,46805,First,24.07,998,67.1,5.0,4.09,3.63,0,1,0,1
2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,First,17.57,1193,88.7,5.0,6.83,4.25,0,1,0,1
2678,Maruti Wagon R LXI,Kochi,2011,15466,First,22.5,998,67.04,5.0,5.04,3.36,0,1,0,1
2692,BMW 3 Series 320d,Kolkata,2011,70000,First,22.69,1995,190.0,5.0,43.81,10.3,1,0,1,0
2694,Maruti Wagon R VXI,Kochi,2014,41994,First,22.5,998,67.04,5.0,5.12,3.41,0,1,0,1
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,First,15.17,1968,181.0,5.0,48.64,27.5,1,0,1,0
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,First,21.5,1197,81.8,5.0,5.71,3.5,0,1,0,1
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,First,24.3,1248,88.5,5.0,12.56,10.34,1,0,0,1
2709,Honda Amaze V Petrol,Kochi,2016,40866,First,19.5,1199,86.76,5.0,8.16,5.47,0,1,0,1
2711,Mini Cooper Convertible S,Kochi,2017,20469,First,16.82,1998,189.08,4.0,44.28,35.98,0,1,1,0
2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,First,21.66,1498,108.62,5.0,9.72,7.9,1,0,0,1
2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,First,21.4,1197,83.1,5.0,10.3,9.51,0,1,1,0
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,First,22.48,1995,190.0,5.0,63.71,19.5,1,0,1,0
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,First,24.3,1248,88.5,5.0,11.12,9.13,1,0,0,1
2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,First,15.1,1196,73.0,7.0,4.69,2.25,0,1,0,1
2749,Maruti Wagon R LXI,Mumbai,2010,37822,First,22.5,998,67.04,5.0,5.04,2.35,0,1,0,1
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,First,13.68,2393,147.8,8.0,24.01,17.92,1,0,0,1
2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,First,11.57,2987,254.79,5.0,95.13,59.29,1,0,1,0
2770,Maruti Baleno Alpha,Mumbai,2016,12208,First,21.4,1197,83.1,5.0,8.78,6.75,0,1,0,1
2774,Volkswagen Polo GT TSI,Mumbai,2017,27853,First,17.21,1197,103.5,5.0,11.26,8.25,0,1,1,0
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,First,18.9,1197,81.86,5.0,6.68,6.07,0,1,0,1
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,First,22.5,999,67.0,5.0,5.42,4.28,0,1,1,0
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,First,11.57,2987,254.79,5.0,91.23,64.95,1,0,1,0
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,First,18.9,1197,81.86,5.0,7.14,5.55,0,1,0,1
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,First,18.56,1995,190.0,5.0,69.59,17.98,1,0,1,0
2851,Renault KWID 1.0 RXT Optional,Kochi,2018,18335,First,21.7,999,67.0,5.0,4.61,4.5,0,1,0,1
2853,Volkswagen Polo GT TSI,Mumbai,2017,25000,First,17.21,1197,103.5,5.0,11.26,7.75,0,1,1,0
2855,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,First,12.9,2755,174.5,7.0,37.38,33.13,1,0,1,0
2859,Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,First,21.7,999,67.0,5.0,5.3,4.8,0,1,0,1
2860,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,First,22.95,1248,74.0,5.0,7.97,6.0,1,0,0,1
2866,BMW 3 Series 320d,Coimbatore,2009,103905,First,22.69,1995,190.0,5.0,43.31,9.92,1,0,1,0
2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,First,18.53,1968,187.74,5.0,59.38,24.0,1,0,1,0
2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,First,21.5,1498,108.5,5.0,15.86,9.6,1,0,1,0
2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,First,18.53,1968,187.74,5.0,67.1,25.0,1,0,1,0
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,First,14.8,1497,121.36,5.0,14.1,10.44,0,1,1,0
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,First,21.5,1497,108.5,5.0,12.22,9.9,1,0,0,1
2900,Isuzu MUX 4WD,Jaipur,2017,34429,First,13.8,2999,174.57,7.0,33.68,20.0,1,0,1,0
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,First,21.43,1364,86.79,5.0,19.27,6.5,1,0,0,1
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,First,18.9,1197,81.86,5.0,6.96,5.85,0,1,0,1
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,First,16.3,1956,170.0,5.0,26.95,23.91,1,0,0,1
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,First,20.89,1197,81.8,5.0,7.96,7.36,0,1,1,0
2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,First,13.68,2393,147.8,7.0,23.06,17.65,1,0,0,1
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,First,23.59,1364,67.05,5.0,9.58,6.0,1,0,0,1
2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,First,11.36,2755,171.5,8.0,20.8,18.25,1,0,1,0
2957,Nissan Micra Active XV,Ahmedabad,2016,41000,First,19.69,1198,67.04,5.0,6.78,4.25,0,1,0,1
2959,Jeep Compass 2.0 Sport,Hyderabad,2017,37000,First,17.1,1956,170.0,5.0,19.91,16.9,1,0,0,1
2970,Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,First,22.95,1248,74.0,5.0,8.93,5.0,1,0,0,1
2977,Maruti Dzire VXI,Hyderabad,2013,34900,First,22.0,1197,81.8,5.0,7.97,5.49,0,1,0,1
2989,Maruti Wagon R LXI,Mumbai,2014,25422,First,22.5,998,67.04,5.0,5.04,3.25,0,1,0,1
2990,Maruti Ertiga VDI,Mumbai,2018,14000,First,25.47,1248,88.5,7.0,11.66,9.25,1,0,0,1
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,First,18.15,1198,82.0,5.0,7.35,4.5,0,1,0,1
